"ano_da_compra","tipo_da_compra","número_da_uasg","número_ano_da_compra","número_do_item","grupo_do_item","objeto_da_compra","uf_da_uasg","regime_de_execução","critério_de_julgamento","data_hora_da_primeira_publicação","data_hora_realização_do_certame_fim_proposta","data_hora_de_homologação_da_compra","data_hora_de_homologação_do_item","tipo_do_item","nome_do_item","unidade_de_fornecimento_do_item","quantidade_do_item","orçamento_estimado_do_item","tipo_de_benefício_do_item","valor_adjudicado","melhor_lance","valor_final_negociado","quantidade_de_participantes_do_item","situação_da_compra","situação_do_item","identificação_do_fornecedor_vencedor_(adjudicado)","uasg","compra","ano","codcompra","valorhomologado","mododisputa","disputaaberto","codigoitemcatalogo","link","percentual_valor_final"
"2015","RDC","158378","1/2015","1","","Objeto: Contratação de pessoa jurídica especializada para executar OBRA DE AMPLIAÇÃO DA LANCHONETE/CANTINA DO IFNMG ? CÂMPUS JANUÁRIA, em conformidade com as características especificadas neste Edital e seus anexos.","MG","Empreitada por Preço Global","Menor Preço","2015-10-09 05:11:56","2015-11-04 08:30:25","2015-11-10 14:43:03","2015-11-10 14:43:03","Serviço","Obras Civis Públicas ( Construção )","SERVIÇO","1","70801.93","Tipo I - Participação Exclusiva de ME/EPP/Equiparada","69610.5","80000.0","69610.5","2","Homologada","Homologado","13384073000176 - CONSTRUTORA VELOSO COSTA LTDA - EPP(Pessoa Jurídica)","158378","00001","2015","15837899000012015","69610.5","Fechado/Aberto","True","5622","https://compras.dados.gov.br/licitacoes/doc/rdc/15837899000012015","98.31723513751675"
"2015","RDC","158378","3/2015","1","","Objeto: Contratação de pessoa jurídica especializada para executar: a) Obra de reforma da calçada e substituição do gradil da entrada principal do IFNMG ? Câmpus Januária; b) Reforma do refeitório do IFNMG ? Câmpus Januária; c) Reforma da agroindústria; e","MG","Empreitada por Preço Global","Menor Preço","2015-10-08 05:12:31","2015-11-04 08:32:52","","2015-11-10 17:04:19","Serviço","Manutenção / Reforma Predial","SERVIÇO","1","48693.83","Tipo I - Participação Exclusiva de ME/EPP/Equiparada","50000.0","100000.0","50000.0","3","Aberta","Homologado","13384073000176 - CONSTRUTORA VELOSO COSTA LTDA - EPP(Pessoa Jurídica)","158378","00003","2015","15837899000032015","50000.0","Fechado/Aberto","True","1619","https://compras.dados.gov.br/licitacoes/doc/rdc/15837899000032015","102.68241376782233"
"2015","RDC","158378","3/2015","2","","Objeto: Contratação de pessoa jurídica especializada para executar: a) Obra de reforma da calçada e substituição do gradil da entrada principal do IFNMG ? Câmpus Januária; b) Reforma do refeitório do IFNMG ? Câmpus Januária; c) Reforma da agroindústria; e","MG","Empreitada por Preço Global","Menor Preço","2015-10-08 05:12:31","2015-11-04 08:32:52","","2015-11-10 17:04:19","Serviço","Manutenção / Reforma Predial","SERVIÇO","1","32255.44","Tipo I - Participação Exclusiva de ME/EPP/Equiparada","32500.0","89423.14","32500.0","2","Aberta","Homologado","13384073000176 - CONSTRUTORA VELOSO COSTA LTDA - EPP(Pessoa Jurídica)","158378","00003","2015","15837899000032015","32500.0","Fechado/Aberto","True","1619","https://compras.dados.gov.br/licitacoes/doc/rdc/15837899000032015","100.75819768696381"
"2015","RDC","158516","3/2015","1","","Objeto: Construção de Mezaninos no Departamento Acadêmico de Eletrotécnica do Campus Florianópolis do IFSC.","SC","Empreitada por Preço Global","Maior Desconto","2015-05-12 05:05:12","2015-06-02 10:01:40","2015-06-08 15:34:40","2015-06-08 15:34:40","Serviço","Obras Civis Públicas ( Construção )","serviço","1","601135.0","Sem benefícios","532004.475","11.5","","4","Homologada","Homologado","10770661000150 - BARTOSKI & ZUKOVSKI LTDA - ME(Pessoa Jurídica)","158516","00003","2015","15851699000032015","11.5","Fechado/Aberto","True","1619","https://compras.dados.gov.br/licitacoes/doc/rdc/15851699000032015","0.0019130478178778477"
"2015","RDC","158516","5/2015","1","","Objeto: Construção do Auditório e Obras Complementares no Campus Garopaba do IFSC.","SC","Empreitada por Preço Global","Maior Desconto","2015-07-02 05:05:38","2015-07-27 10:00:06","2015-08-13 09:31:31","2015-08-13 09:31:31","Serviço","Obras Civis Públicas ( Construção )","serviços","1","1012183.56","Sem benefícios","991939.8888","2.0","","7","Homologada","Homologado","14121231000168 - TRIO CONSTRUTORA E INCORPORADORA LTDA - EPP(Pessoa Jurídica)","158516","00005","2015","15851699000052015","2.0","Fechado/Aberto","True","22896","https://compras.dados.gov.br/licitacoes/doc/rdc/15851699000052015","0.0001975926184772256"
"2015","RDC","158516","7/2015","1","","Objeto: Implantação de novos Laboratórios para o DASS do Campus Florianópolis do IFSC.","SC","Empreitada por Preço Global","Maior Desconto","2015-09-10 05:10:23","2015-10-02 10:04:33","2015-10-06 09:36:45","2015-10-06 09:36:45","Serviço","Obras Civis Públicas ( Construção )","serviços","1","815475.69","Sem benefícios","754315.01325","7.5","7.5","7","Homologada","Homologado","14121231000168 - TRIO CONSTRUTORA E INCORPORADORA LTDA - EPP(Pessoa Jurídica)","158516","00007","2015","15851699000072015","7.5","Fechado/Aberto","True","1619","https://compras.dados.gov.br/licitacoes/doc/rdc/15851699000072015","0.0009197085936430553"
"2015","RDC","158516","8/2015","1","","Objeto: Construção Cantina Campus Palhoça do IFSC.","SC","Empreitada por Preço Global","Maior Desconto","2015-09-21 05:12:59","2015-10-13 11:00:17","2015-10-19 15:13:10","2015-10-19 15:13:10","Serviço","Obras Civis Públicas ( Construção )","serviços","1","18594.97","Tipo I - Participação Exclusiva de ME/EPP/Equiparada","18576.37503","0.1","","5","Homologada","Homologado","14121231000168 - TRIO CONSTRUTORA E INCORPORADORA LTDA - EPP(Pessoa Jurídica)","158516","00008","2015","15851699000082015","0.1","Fechado/Aberto","True","1937","https://compras.dados.gov.br/licitacoes/doc/rdc/15851699000082015","0.0005377798404622325"
"2015","RDC","158516","9/2015","1","","Objeto: Reforma do Auditório do Câmpus São José do IFSC.","SC","Empreitada por Preço Global","Maior Desconto","2015-09-21 05:12:59","2015-10-13 10:00:57","2015-10-28 16:20:08","2015-10-28 16:20:08","Serviço","Obras Civis Públicas ( Construção )","serviços","1","246312.61","Sem benefícios","221558.192695","10.05","","13","Homologada","Homologado","06932604000152 - EVA CONSTRUCOES E INCORPORACOES LTDA(Pessoa Jurídica)","158516","00009","2015","15851699000092015","10.05","Fechado/Aberto","True","1619","https://compras.dados.gov.br/licitacoes/doc/rdc/15851699000092015","0.004080180872591136"
"2015","RDC","158516","10/2015","1","","Objeto: Construção de Muro Lateral e Obras Complementaras no Campus Itajai do IFSC.","SC","Empreitada por Preço Global","Maior Desconto","2015-09-23 05:13:53","2015-10-15 10:03:44","2015-10-16 17:25:33","2015-10-16 17:25:33","Serviço","Obras Civis Públicas ( Construção )","serviços","1","293392.07","Sem benefícios","261705.72644","10.8","","10","Homologada","Homologado","04622772000116 - DEF CONSTRUTORA LTDA - EPP(Pessoa Jurídica)","158516","00010","2015","15851699000102015","10.8","Fechado/Aberto","True","5622","https://compras.dados.gov.br/licitacoes/doc/rdc/15851699000102015","0.003681081087160945"
"2015","RDC","158517","1/2015","1","","Objeto: Contratação de empresa de instalações elétricas prediais para execução de serviços de instalação de rede elétrica, lógica e iluminação de emergência no prédio administrativo provisório do campus Chapecó da Universidade Federal da Fronteira Sul - UF","SC","Empreitada por Preço Unitário","Menor Preço","2015-03-24 05:03:30","2015-04-22 09:15:40","2015-05-25 13:56:55","2015-05-25 13:56:55","Serviço","Manutenção / Reforma Predial","Obra","1","455821.68","Sem benefícios","438800.0","438800.0","","7","Homologada","Homologado","17101531000173 - MICROCABLE SERVICOS EM TELECOMUNICACOES E ENERGIA LTDA(Pessoa Jurídica)","158517","00001","2015","15851799000012015","438800.0","Aberto","True","5622","https://compras.dados.gov.br/licitacoes/doc/rdc/15851799000012015","96.26571513667362"
"2015","RDC","158517","1/2015","1","","Objeto: Contratação de empresa de instalações elétricas prediais para execução de serviços de instalação de rede elétrica, lógica e iluminação de emergência no prédio administrativo provisório do campus Chapecó da Universidade Federal da Fronteira Sul - UF","SC","Empreitada por Preço Unitário","Menor Preço","2015-03-24 05:03:30","2015-04-22 09:15:40","2015-05-25 13:56:55","2015-05-25 13:56:55","Serviço","Manutenção / Reforma Predial","Obra","1","455821.68","Sem benefícios","438800.0","438800.0","","7","Homologada","Homologado","17101531000173 - MICROCABLE SERVICOS EM TELECOMUNICACOES E ENERGIA LTDA(Pessoa Jurídica)","158517","00001","2015","15851799000012015","438800.0","Aberto","True","5622","https://compras.dados.gov.br/licitacoes/doc/rdc/15851799000012015","96.26571513667362"
"2015","RDC","158517","2/2015","1","","Objeto: Contratação de pessoa jurídica para fabricação, transporte e montagem das estruturas pré-fabricadas em concreto armado juntamente com suas fundações e terraplenagem para o prédio denominado Bloco A no campus Passo Fundo da Universidade Federal da F","SC","Empreitada por Preço Unitário","Menor Preço","2015-01-28 05:03:11","2015-02-23 09:16:49","2015-03-20 08:43:29","2015-03-20 08:43:29","Serviço","Obras Civis de Estruturas Pré-Moldadas","Obra","1","3298557.04","Sem benefícios","2940000.0","2940000.0","","5","Homologada","Homologado","00472805000138 - TRACADO CONSTRUCOES E SERVICOS LTDA(Pessoa Jurídica)","158517","00002","2015","15851799000022015","2940000.0","Aberto","True","1619","https://compras.dados.gov.br/licitacoes/doc/rdc/15851799000022015","89.12988207716425"
"2015","RDC","195004","34/2015","1","","Objeto: Elaboração de Projetos, execução das obras e serviços relativos reforma e ampliação do CIRPA ? Centro Integrado de Recursos Pesqueiros e Aquicultura de Xique-Xique, no estado da Bahia.","BA","Contratação Integrada","Menor Preço","2015-12-10 05:10:54","2016-01-19 10:03:44","2016-03-18 11:40:16","2016-03-18 11:40:16","Serviço","Serviço Engenharia","Serviço","1","4100021.71","Sem benefícios","4098000.0","4950000.0","4098000.0","5","Homologada","Homologado","04209889000172 - EMAJO EMPREENDIMENTOS LTDA - EPP(Pessoa Jurídica)","195004","00034","2015","19500499000342015","4098000.0","Aberto","True","5622","https://compras.dados.gov.br/licitacoes/doc/rdc/19500499000342015","99.95069026110109"
"2015","RDC","200127","1/2015","1","","Objeto: Contratação de empresa especializada na execução de obra de reforma e ampliação de unidades prediais pertencentes à 17ª Superintendência de Polícia Rodoviária Federal, localizadas em Piripiri-PI e Floriano-PI.","PI","Empreitada por Preço Global","Menor Preço","2015-11-26 05:20:09","2015-12-17 09:02:10","2015-12-30 16:32:35","2015-12-30 16:32:22","Serviço","Manutenção / Reforma Predial","OBRA","1","1883098.51","Sem benefícios","1799000.0","1799000.0","","4","Homologada","Homologado","12772863000166 - R & G VERDE CONSTRUCOES LTDA - ME  - ME(Pessoa Jurídica)","200127","00001","2015","20012799000012015","1799000.0","Aberto","True","5622","https://compras.dados.gov.br/licitacoes/doc/rdc/20012799000012015","95.5340355508008"
"2015","RDC","200127","1/2015","2","","Objeto: Contratação de empresa especializada na execução de obra de reforma e ampliação de unidades prediais pertencentes à 17ª Superintendência de Polícia Rodoviária Federal, localizadas em Piripiri-PI e Floriano-PI.","PI","Empreitada por Preço Global","Menor Preço","2015-11-26 05:20:09","2015-12-17 09:02:10","2015-12-30 16:32:35","2015-12-30 16:32:35","Serviço","Manutenção / Reforma Predial","OBRA","1","1565696.28","Sem benefícios","1429000.0","1429000.0","","4","Homologada","Homologado","12772863000166 - R & G VERDE CONSTRUCOES LTDA - ME  - ME(Pessoa Jurídica)","200127","00001","2015","20012799000012015","1429000.0","Aberto","True","5622","https://compras.dados.gov.br/licitacoes/doc/rdc/20012799000012015","91.26929777210687"
"2015","RDC","250042","1/2015","1","","Objeto: Contratação de empresa especializada em obras de construção e reforma, para execução de reforma, readequação e ampliação do prédio destinado ao serviço de urgência e emergência no Hospital Federal de Bonsucesso","RJ","Empreitada por Preço Global","Menor Preço","2015-07-22 05:08:09","2015-08-12 10:26:29","2015-09-14 15:43:06","2015-09-14 15:43:06","Serviço","Obras Civis Públicas ( Construção )","Serviço","1","15963518.19","Sem benefícios","13625000.0","13628500.0015","13625000.0","6","Homologada","Homologado","01807706000122 - TANGRAN ENGENHARIA EIRELI(Pessoa Jurídica)","250042","00001","2015","25004299000012015","13625000.0","Aberto","True","5622","https://compras.dados.gov.br/licitacoes/doc/rdc/25004299000012015","85.35085961523873"
"2015","RDC","250110","1/2015","1","","Objeto: Contratação de empresa especializada no ramo da construção civil, para execução de obras de AMPLIAÇÃO das instalações já existentes e instalação de equipamentos de infraestrutura com fornecimento de material e mão de obra, para a implantação de sol","DF","Empreitada por Preço Unitário","Menor Preço","2015-01-30 05:02:39","2015-02-25 10:01:39","2015-03-13 14:43:13","2015-03-13 14:43:13","Serviço","Obras Civis Públicas ( Construção )","SERVIÇO","1","2487762.64","Sem benefícios","2471731.36","2487762.64","2471731.36","2","Homologada","Homologado","04561688000130 - SOLO ENGENHARIA E EMPREENDIMENTOS LTDA - EPP(Pessoa Jurídica)","250110","00001","2015","25011099000012015","2471731.36","Aberto","True","5622","https://compras.dados.gov.br/licitacoes/doc/rdc/25011099000012015","99.35559447102236"
"2015","RDC","250110","3/2015","1","","Objeto: Contratação de empresa especializada no ramo da construção civil para execução de obras e instalação de equipamentos de infraestrutura, com fornecimento de material e mão de obra, para a implantação de solução de Radioterapia, no HOSPITAL ERASTO GA","DF","Empreitada por Preço Unitário","Menor Preço","2015-05-04 05:04:43","2015-07-28 10:00:07","2015-09-22 09:25:37","2015-09-22 09:25:37","Serviço","Obras Civis Públicas ( Construção )","SERVIÇO","1","2643274.45","Sem benefícios","2446257.75","2452500.0","2446257.75","4","Homologada","Homologado","04392190000190 - RAC ENGENHARIA E COMERCIO LTDA(Pessoa Jurídica)","250110","00003","2015","25011099000032015","2446257.75","Aberto","True","5622","https://compras.dados.gov.br/licitacoes/doc/rdc/25011099000032015","92.54649096313096"
"2015","RDC","250110","6/2015","1","","Objeto: Contratação de empresa especializada no ramo da construção civil para execução de obras e instalação de equipamentos de infraestrutura, com fornecimento de material e mão de obra, para a implantação de solução de Radioterapia, no HOSPITAL DA SANTA","DF","Empreitada por Preço Unitário","Menor Preço","2015-05-27 05:07:46","2015-06-19 10:00:45","2015-07-03 14:11:43","2015-07-03 14:11:43","Serviço","Obras Civis Públicas ( Construção )","SERVIÇO","1","2547164.16","Sem benefícios","2500000.15","2534428.5","2500000.15","1","Homologada","Homologado","13454681000100 - PROMONTE PROJETOS MONTAGENS E ENGENHARIA LTDA - EPP(Pessoa Jurídica)","250110","00006","2015","25011099000062015","2500000.15","Aberto","True","5622","https://compras.dados.gov.br/licitacoes/doc/rdc/25011099000062015","98.14837179555792"
"2015","RDC","250110","9/2015","9","GRUPO-3","Objeto: Constitui objeto desta licitação o Registro de Preços, consignado em Ata, pelo prazo de 12 (doze) meses, visando à contratação integrada para construção de Unidades Básicas de Saúde em Municípios das diversas regiões do País, conforme lotes definid","DF","Contratação Integrada","Menor Preço","2015-07-10 05:06:44","2015-08-11 10:01:17","2016-06-02 13:53:55","2016-06-02 13:53:21","Serviço","OBRAS CIVIS DE EDIFICAÇÕES PREDIAIS","UNIDADE","2","1283516.7","Sem benefícios","1098000.0","1098000.0","","7","Homologada","Homologado","10924727000119 - CONSTRUTORA FERRAZ LTDA.(Pessoa Jurídica)","250110","00009","2015","25011099000092015","1098000.0","Aberto","True","1619","https://compras.dados.gov.br/licitacoes/doc/rdc/25011099000092015","85.54621844811213"
"2015","RDC","250110","9/2015","10","GRUPO-3","Objeto: Constitui objeto desta licitação o Registro de Preços, consignado em Ata, pelo prazo de 12 (doze) meses, visando à contratação integrada para construção de Unidades Básicas de Saúde em Municípios das diversas regiões do País, conforme lotes definid","DF","Contratação Integrada","Menor Preço","2015-07-10 05:06:44","2015-08-11 10:01:17","2016-06-02 13:53:55","2016-06-02 13:53:21","Serviço","OBRAS CIVIS DE EDIFICAÇÕES PREDIAIS","UNIDADE","1","862789.69","Sem benefícios","798000.0","798000.0","","7","Homologada","Homologado","10924727000119 - CONSTRUTORA FERRAZ LTDA.(Pessoa Jurídica)","250110","00009","2015","25011099000092015","798000.0","Aberto","True","1619","https://compras.dados.gov.br/licitacoes/doc/rdc/25011099000092015","92.49067405986273"
"2015","RDC","250110","9/2015","11","GRUPO-3","Objeto: Constitui objeto desta licitação o Registro de Preços, consignado em Ata, pelo prazo de 12 (doze) meses, visando à contratação integrada para construção de Unidades Básicas de Saúde em Municípios das diversas regiões do País, conforme lotes definid","DF","Contratação Integrada","Menor Preço","2015-07-10 05:06:44","2015-08-11 10:01:17","2016-06-02 13:53:55","2016-06-02 13:53:21","Serviço","OBRAS CIVIS DE EDIFICAÇÕES PREDIAIS","UNIDADE","5","4999075.3","Sem benefícios","4480000.0","4480000.0","","7","Homologada","Homologado","10924727000119 - CONSTRUTORA FERRAZ LTDA.(Pessoa Jurídica)","250110","00009","2015","25011099000092015","4480000.0","Aberto","True","1619","https://compras.dados.gov.br/licitacoes/doc/rdc/25011099000092015","89.61657368913806"
"2015","RDC","250110","9/2015","12","GRUPO-3","Objeto: Constitui objeto desta licitação o Registro de Preços, consignado em Ata, pelo prazo de 12 (doze) meses, visando à contratação integrada para construção de Unidades Básicas de Saúde em Municípios das diversas regiões do País, conforme lotes definid","DF","Contratação Integrada","Menor Preço","2015-07-10 05:06:44","2015-08-11 10:01:17","2016-06-02 13:53:55","2016-06-02 13:53:21","Serviço","OBRAS CIVIS DE EDIFICAÇÕES PREDIAIS","UNIDADE","37","43148161.98","Sem benefícios","39985000.0","40431000.0","39985000.0","7","Homologada","Homologado","10924727000119 - CONSTRUTORA FERRAZ LTDA.(Pessoa Jurídica)","250110","00009","2015","25011099000092015","39985000.0","Aberto","True","1619","https://compras.dados.gov.br/licitacoes/doc/rdc/25011099000092015","92.66906900584506"
"2015","RDC","250110","9/2015","13","GRUPO-4","Objeto: Constitui objeto desta licitação o Registro de Preços, consignado em Ata, pelo prazo de 12 (doze) meses, visando à contratação integrada para construção de Unidades Básicas de Saúde em Municípios das diversas regiões do País, conforme lotes definid","DF","Contratação Integrada","Menor Preço","2015-07-10 05:06:44","2015-08-11 10:01:17","2016-06-02 13:53:55","2016-06-02 13:53:22","Serviço","OBRAS CIVIS DE EDIFICAÇÕES PREDIAIS","UNIDADE","10","6417583.5","Sem benefícios","5500000.0","5550000.0","5500000.0","7","Homologada","Homologado","10924727000119 - CONSTRUTORA FERRAZ LTDA.(Pessoa Jurídica)","250110","00009","2015","25011099000092015","5500000.0","Aberto","True","1619","https://compras.dados.gov.br/licitacoes/doc/rdc/25011099000092015","85.70204033963874"
"2015","RDC","250110","9/2015","14","GRUPO-4","Objeto: Constitui objeto desta licitação o Registro de Preços, consignado em Ata, pelo prazo de 12 (doze) meses, visando à contratação integrada para construção de Unidades Básicas de Saúde em Municípios das diversas regiões do País, conforme lotes definid","DF","Contratação Integrada","Menor Preço","2015-07-10 05:06:44","2015-08-11 10:01:17","2016-06-02 13:53:55","2016-06-02 13:53:22","Serviço","OBRAS CIVIS DE EDIFICAÇÕES PREDIAIS","UNIDADE","19","16393004.11","Sem benefícios","16000000.0","17380000.0","16000000.0","7","Homologada","Homologado","10924727000119 - CONSTRUTORA FERRAZ LTDA.(Pessoa Jurídica)","250110","00009","2015","25011099000092015","16000000.0","Aberto","True","1619","https://compras.dados.gov.br/licitacoes/doc/rdc/25011099000092015","97.60261080054107"
"2015","RDC","250110","9/2015","15","GRUPO-4","Objeto: Constitui objeto desta licitação o Registro de Preços, consignado em Ata, pelo prazo de 12 (doze) meses, visando à contratação integrada para construção de Unidades Básicas de Saúde em Municípios das diversas regiões do País, conforme lotes definid","DF","Contratação Integrada","Menor Preço","2015-07-10 05:06:44","2015-08-11 10:01:17","2016-06-02 13:53:55","2016-06-02 13:53:22","Serviço","OBRAS CIVIS DE EDIFICAÇÕES PREDIAIS","UNIDADE","3","2999445.18","Sem benefícios","2950000.0","3000000.0","2950000.0","7","Homologada","Homologado","10924727000119 - CONSTRUTORA FERRAZ LTDA.(Pessoa Jurídica)","250110","00009","2015","25011099000092015","2950000.0","Aberto","True","1619","https://compras.dados.gov.br/licitacoes/doc/rdc/25011099000092015","98.3515224638978"
"2015","RDC","250110","9/2015","16","GRUPO-4","Objeto: Constitui objeto desta licitação o Registro de Preços, consignado em Ata, pelo prazo de 12 (doze) meses, visando à contratação integrada para construção de Unidades Básicas de Saúde em Municípios das diversas regiões do País, conforme lotes definid","DF","Contratação Integrada","Menor Preço","2015-07-10 05:06:44","2015-08-11 10:01:17","2016-06-02 13:53:55","2016-06-02 13:53:22","Serviço","OBRAS CIVIS DE EDIFICAÇÕES PREDIAIS","UNIDADE","5","5830832.7","Sem benefícios","5670000.0","5700000.0","5670000.0","7","Homologada","Homologado","10924727000119 - CONSTRUTORA FERRAZ LTDA.(Pessoa Jurídica)","250110","00009","2015","25011099000092015","5670000.0","Aberto","True","1619","https://compras.dados.gov.br/licitacoes/doc/rdc/25011099000092015","97.24168556576834"
"2015","RDC","250110","12/2015","1","","Objeto: Contratação de empresa especializada no ramo da construção civil para execução de obras e instalação de equipamentos de infraestrutura, com fornecimento de material e mão de obra, para a implantação de solução de Radioterapia, no HOSPITAL DA IRMAND","DF","Empreitada por Preço Unitário","Menor Preço","2015-08-14 05:07:12","2015-09-09 14:00:15","2015-10-26 11:43:01","2015-10-26 11:43:01","Serviço","Obras Civis Públicas ( Construção )","SERVIÇO","1","2617927.48","Sem benefícios","2615000.0","2617927.48","2615000.0","1","Homologada","Homologado","17135680000153 - OBRAS & OBRAS CONSTRUTORA LTDA  - ME(Pessoa Jurídica)","250110","00012","2015","25011099000122015","2615000.0","Aberto","True","1619","https://compras.dados.gov.br/licitacoes/doc/rdc/25011099000122015","99.88817566482018"
"2015","RDC","250110","15/2015","1","","Objeto: Contratação de empresa especializada no ramo da construção civil para execução de obras e instalação de equipamentos de infraestrutura, com fornecimento de material e mão de obra, para a implantação de solução de Radioterapia, no SANTA CASA DE MISE","DF","Empreitada por Preço Unitário","Menor Preço","2015-11-03 05:04:56","2015-11-24 10:00:07","2016-04-06 11:23:26","2016-04-06 11:23:26","Serviço","Obras Civis Públicas ( Construção )","SERVIÇO","1","2503694.19","Sem benefícios","2490000.0","2491900.0","2490000.0","9","Homologada","Homologado","05263842000150 - IGC EMPREENDIMENTOS IMOBILIARIOS LTDA(Pessoa Jurídica)","250110","00015","2015","25011099000152015","2490000.0","Aberto","True","1619","https://compras.dados.gov.br/licitacoes/doc/rdc/25011099000152015","99.45304062873589"
"2015","RDC","250110","18/2015","1","","Objeto: Contratação de empresa especializada no ramo da construção civil para execução de obras e instalação de equipamentos de infraestrutura, com fornecimento de material e mão de obra, para a implantação de solução de Radioterapia, no HOSPITAL DA IRMAND","DF","Empreitada por Preço Unitário","Menor Preço","2015-11-03 05:04:56","2015-11-26 10:00:12","2016-03-04 12:06:04","2016-03-04 12:06:04","Serviço","Obras Civis Públicas ( Construção )","SERVIÇO","1","2696687.51","Sem benefícios","2500000.0","2512000.0","2500000.0","5","Homologada","Homologado","12148872000180 - JC INSTALACOES PREDIAIS LTDA - ME(Pessoa Jurídica)","250110","00018","2015","25011099000182015","2500000.0","Aberto","True","5622","https://compras.dados.gov.br/licitacoes/doc/rdc/25011099000182015","92.70632918086976"
"2015","RDC","254462","11/2015","1","","Objeto: Contratação de empresa para execução das obras e serviços necessários para o funcionamento do Térreo, Fechamento das Fachadas e Cobertura da Edificação Principal, funcionamento da Casa de Utilidades e Fechamento das Fachadas e Urbanização das Áreas","RJ","Empreitada por Preço Global","Maior Desconto","2015-10-16 05:12:24","2015-12-16 10:00:14","2015-12-30 16:45:00","2015-12-30 16:45:00","Serviço","Obras Civis Públicas ( Construção )","SV","1","18743832.06","Sem benefícios","18556393.7394","1.0","","5","Homologada","Homologado","02905709000161 - TEP TECNOLOGIA EM ENGENHARIA LTDA.(Pessoa Jurídica)","254462","00011","2015","25446299000112015","1.0","Aberto","True","5622","https://compras.dados.gov.br/licitacoes/doc/rdc/25446299000112015","5.335088346923655e-06"
"2015","RDC","393003","173/2015","1","","Objeto: Execução dos Serviços de Supervisão das Obras Remanescentes de Duplicação e Restauração com Melhoramentos da Pista Existente, incluindo Obras de Arte Especiais, na Rodovia BR-101/AL.","DF","Empreitada por Preço Unitário","Menor Preço","2015-04-30 05:05:03","2015-06-18 10:01:16","2015-07-02 18:01:40","2015-07-02 18:01:40","Serviço","Supervisão / Gerenciamento / Fiscalização - Projeto Constru-ção / Obras Civis","Serviço","1","10383247.74","Sem benefícios","6700000.0","6709999.9999","6700000.0","21","Homologada","Homologado","80996861000100 - PROSUL PROJETOS SUPERVISAO E PLANEJAMENTO LTDA(Pessoa Jurídica)","393003","00173","2015","39300399001732015","6700000.0","Aberto","True","5622","https://compras.dados.gov.br/licitacoes/doc/rdc/39300399001732015","64.52701666925651"
"2015","RDC","393003","360/2015","1","","Objeto: Contratação de empresa para execução do programa de gestão do patrimônio arqueológico da Rodovia BR-429/RO, no trecho de Alvorada D Oeste a Costa Marques (fronteira Brasil/Bolívia).","DF","Empreitada por Preço Global","Maior Desconto","2015-08-07 05:11:02","2015-09-01 15:00:04","2015-10-21 16:42:00","2015-10-21 16:42:00","Serviço","Consultoria / Assessoria - Engenharia","Serviço","1","1036172.22","Sem benefícios","1025779.4126334","1.0025","1.003","2","Homologada","Homologado","07939296000150 - ARCADIS LOGOS S.A.(Pessoa Jurídica)","393003","00360","2015","39300399003602015","1.003","Aberto","True","1619","https://compras.dados.gov.br/licitacoes/doc/rdc/39300399003602015","9.679858045219547e-05"
"2015","RDC","393003","449/2015","1","","Objeto: Contratação integrada de empresa para a elaboração dos projetos básico e executivo, das ações ambientais, bem como a execução das obras de derrocamento para a implantação do canal de navegação na região dos pedrais (Pedral do Lourenço) da hidrovia","DF","Contratação Integrada","Maior Desconto","2015-10-19 05:09:40","2016-02-16 15:00:03","2016-04-13 16:43:10","2016-04-13 16:43:09","Serviço","Serviço Engenharia","Serviço","1","560650363.14","Sem benefícios","520563862.17549","7.15","","5","Homologada","Homologado","02385674000187 - DTA ENGENHARIA LTDA(Pessoa Jurídica)","393003","00449","2015","39300399004492015","7.15","Aberto","True","5622","https://compras.dados.gov.br/licitacoes/doc/rdc/39300399004492015","1.2753046230016575e-06"
"2015","RDC","393009","118/2015","1","","Objeto: Contratação Integrada para elaboração de projetos básico e executivo de engenharia e execução das obras de restauração, implantação de acostamentos e estabilização de encostas na rodovia BR 174/RR.","AM","Contratação Integrada","Menor Preço","2015-03-27 05:06:13","2015-04-24 11:00:20","2015-08-10 11:57:54","2015-08-10 11:57:54","Serviço","Serviço Engenharia","unidade","1","206682638.24","Sem benefícios","171000000.0","171000000.0","","4","Homologada","Homologado","53503652000105 - CONSTRUTORA SANCHES TRIPOLONI LTDA(Pessoa Jurídica)","393009","00118","2015","39300999001182015","171000000.0","Aberto","True","5622","https://compras.dados.gov.br/licitacoes/doc/rdc/39300999001182015","82.73554153176363"
"2015","RDC","393009","148/2015","1","","Objeto: Contratação Integrada de Empresas para Elaboração dos Projetos Básico e Executivo de Engenharia e Execução das Obras de Restauração e Melhoramentos, na Rodovia BR-401/RR , Segmento: km 0,00 ? Km 106,90 e Km 0,00 - km 17,90","AM","Contratação Integrada","Menor Preço","2015-04-14 05:05:06","2015-05-07 10:33:14","2015-08-18 11:11:48","2015-08-18 11:11:47","Serviço","Serviço Engenharia","un","1","195099237.1","Sem benefícios","181154100.0","181154100.0","","5","Homologada","Homologado","92779503000125 - CASTILHO ENGENHARIA E EMPREENDIMENTOS S/A(Pessoa Jurídica)","393009","00148","2015","39300999001482015","181154100.0","Aberto","True","1619","https://compras.dados.gov.br/licitacoes/doc/rdc/39300999001482015","92.85228517174966"
